iUGFXuxHNAA_01131.wav|thường tiếc tự ti đang khùng khục điên điên, đột nhiên lưu ly nở ra một cái nụ|[293, 5171, 819, 4898, 9594, 4279, 1398, 8691, 4263, 3190, 4598, 8374, 4386, 12795, 8359, 11874, 5115, 11810, 1270, 675, 6323, 12634, 545, 2137, 1581, 5941, 11130, 6131, 250, 8629, 9446, 9971, 6267, 54, 8502, 1342, 550, 2087, 10871, 10038, 8083, 3942, 6311, 1294, 1716, 6010, 9969, 182, 5585, 10587, 8866, 12298, 3620, 3641, 544, 5163, 8747, 7974, 1575, 938, 12778, 10853, 3558, 4517, 4518, 163, 8118, 6307, 12421, 4615, 6473, 559, 6985, 11830, 10665, 5476, 6533, 5874, 8583, 405, 518, 9801, 8462, 10407, 9399, 10167, 1573, 632, 7202, 5607, 1521, 9483, 11589, 12081, 7754, 5522, 8611, 5523, 6282, 1845, 9585, 1654, 10530, 8053, 3062, 10467, 4594, 11402, 10407]
iUGFXuxHNAA_00142.wav|Vừa rồi ta bay ngang phía trên, cảm nhận được một cái tia ba động mơ hồ. Ba động|[6611, 8598, 12321, 2073, 2722, 5619, 5795, 4221, 10293, 6777, 6390, 1762, 3849, 10149, 8998, 6498, 1523, 12371, 3449, 3893, 12338, 9270, 3864, 6115, 5618, 2446, 3613, 9048, 7191, 8776, 4067, 8147, 12041, 4424, 5946, 5617, 883, 1314, 4283, 10611, 5725, 4649, 10505, 9254, 550, 1545, 1910, 1706, 6454, 6010, 9645, 4665, 12602, 12397, 9521, 4733, 10101, 4218, 1826, 4794, 4267, 4278, 2026, 1718, 9701, 1910, 9690, 1718, 2010, 693, 2025, 12720, 6888, 4784, 5861, 4823, 5994, 6575, 5438, 947, 6871, 1884, 3358, 6169, 4363, 1306, 7959, 5144, 14, 6339, 12739, 4101, 8008, 7739, 8620, 6769, 8883, 5926, 126, 5489, 5779, 12620, 9378]
iUGFXuxHNAA_01138.wav|thường căn bản không thể nào chịu nổi biến hóa cảm xúc kịch liệt tới như vậy.|[5843, 2730, 6436, 8251, 4150, 10042, 10618, 12087, 9143, 10169, 11064, 1145, 8771, 8277, 1613, 387, 4376, 3353, 4393, 5014, 216, 488, 8262, 4455, 12546, 6297, 4490, 2009, 10935, 1207, 9078, 5030, 3674, 6231, 8238, 10015, 773, 12093, 8038, 5286, 8357, 8614, 4518, 4517, 102, 486, 342, 358, 9642, 278, 9574, 7093, 5767, 4615, 7252, 8525, 8838, 1491, 11994, 7314, 11687, 5043, 5719, 8726, 12329, 534, 1891, 4259, 3191, 3430, 4342, 5699, 3867, 8489, 3673, 9817, 8226, 1651, 5539, 5111, 12663, 7730, 2330, 12068, 6135, 10934, 5501, 11818, 12300, 11283, 7276, 12150, 3198, 3890, 1151, 890, 4971, 4327, 7270, 4586, 4198, 4330, 8294, 8615, 4331, 3234, 4842, 3234, 3562, 3490, 12790, 3574, 12450, 8698, 12470, 8698, 12466, 12793, 433, 1002, 177, 9142, 9210, 6561, 7654, 11749, 6562, 11685, 10466, 11689, 10386, 11370, 6307, 11434, 10391, 6315, 10346, 1123, 7411, 1255]
iUGFXuxHNAA_01159.wav|đầu cũng không chậm, đã ngăn cách thanh âm ở bên ngoài. La Lạc Ma quân sớm có dự|[871, 6835, 5741, 3881, 4716, 2617, 3058, 5875, 1451, 2104, 4153, 520, 3874, 10899, 5667, 5991, 9590, 9338, 1657, 4189, 6990, 7502, 3661, 8538, 12393, 627, 9338, 4155, 12395, 8411, 4310, 3238, 8678, 4258, 4586, 4259, 4586, 7331, 4586, 4322, 4586, 3281, 3309, 12497, 11497, 12501, 12521, 12501, 12758, 12537, 12498, 12005, 8855, 4342, 8835, 4322, 8914, 3714, 130, 5346, 5250, 5267, 8418, 5251, 4322, 12419, 198, 10327, 6358, 9859, 1222, 6291, 10694, 1107, 7318, 11754, 6583, 7339, 3175, 2275, 4834, 7890, 6529, 870, 4870, 11817, 7, 2901, 8778, 2902, 9830, 9285, 12551, 10777, 3914, 3145, 6102, 8401, 7589, 8178, 10923, 4954, 10265, 839, 10333, 6249, 10994, 11234, 5609, 10096, 1069, 6184, 11317, 9831, 10098, 423, 1650, 9170, 12630, 12311, 1067, 9263, 10011, 4102, 6684, 11113, 11943, 4474, 5034, 5586, 10363, 1917, 4662, 2330, 12586, 8123, 5603, 3643, 12602, 12085, 9238, 1844, 9226, 6009, 7755, 4022, 12695, 3361, 7544, 12556, 5751]
iUGFXuxHNAA_01030.wav|dưa đủ điều, rồi đến khi Lưu Ly từ do dự mà giải khai tâm kết, dỗ cuối cùng nàng|[9398, 5619, 5303, 10746, 1822, 5981, 3614, 38, 695, 12475, 12581, 108, 3915, 4177, 6056, 11634, 12601, 7861, 4391, 6170, 2327, 4890, 1309, 7179, 6713, 12310, 9127, 246, 7687, 4680, 9051, 2905, 2487, 8699, 5751, 4006, 4267, 1491, 2842, 5977, 11093, 5158, 2070, 8989, 2962, 4177, 8356, 4502, 8289, 4565, 4132, 4582, 4454, 5525, 4422, 658, 9618, 337, 9682, 10561, 1986, 1872, 10629, 10966, 10528, 7382, 7589, 7009, 10483, 12467, 8574, 3602, 3102, 2914, 2429, 6833, 11129, 7025, 5882, 4341, 9411, 6202, 7097, 4405, 5422, 8506, 4926, 1711, 1254, 5482, 10605, 9841, 9021, 4920, 2737, 5875, 5047, 4218, 5499, 5031, 12365, 12294, 857, 2070, 10291, 4267, 9587, 455, 10429]
iUGFXuxHNAA_00775.wav|lúc tu sĩ phá cảnh độ kiếp, tâm ma tự sinh. Nếu cái đầu lục dục thiên ma này|[8785, 333, 11091, 4771, 5491, 4710, 6679, 9907, 4307, 6234, 3494, 8598, 8362, 8482, 8678, 4195, 7606, 4467, 3299, 3410, 3442, 3490, 12434, 12642, 1202, 150, 9541, 9682, 402, 10833, 11158, 11106, 9958, 1185, 7638, 11737, 6242, 6382, 11482, 6315, 6383, 10394, 10463, 6303, 2271, 2279, 2035, 9447, 4551, 93, 3589, 549, 5930, 3965, 1463, 8807, 9817, 9001, 10130, 8134, 4118, 5528, 8762, 3961, 6009, 10213, 9567, 5603, 9487, 4977, 2109, 11698, 9975, 8635, 8678, 3795, 895, 12578, 6717, 8053, 9975, 8378, 4278, 1235, 9499, 9579, 9506, 5181, 8225, 5154, 2134, 6246, 8871, 311, 1194, 9565, 7442, 3933, 4170, 8007, 8329, 8266, 5446, 9575, 7566, 3079, 4968, 12567, 12601, 12326, 4217, 38, 10323, 11279, 1191]
iUGFXuxHNAA_00973.wav|nhắc nhở Tần Tang. Sự phối hợp giữa hai người thi đỡ là vô cùng an ý. Một khi|[866, 1801, 1846, 4406, 5190, 12577, 4515, 5347, 1219, 9771, 3104, 12667, 3681, 8550, 5603, 3734, 12298, 7829, 7563, 1353, 9563, 1684, 293, 898, 438, 10123, 5141, 1096, 5677, 2724, 9703, 1431, 5907, 9590, 6705, 10809, 2354, 10106, 6051, 5618, 1878, 3497, 1906, 6201, 7474, 8947, 12727, 6071, 9373, 7955, 1109, 1098, 7, 874, 6439, 9830, 4245, 3090, 12669, 313, 5170, 8827, 8999, 35, 5047, 7206, 10110, 5246, 11109, 4262, 7270, 4518, 230, 3158, 11110, 2261, 3682, 11942, 3414, 2470, 3302, 8294, 4519, 12194, 743, 3489, 12725, 10214, 12721, 7642, 1445, 11745, 6373, 11738, 6229, 7382, 3299, 12791, 4843, 2923, 1133, 9245, 2330, 9597, 10789, 10422, 9654, 1529, 5725, 4170, 8199, 10042, 1813, 4641, 1850, 534, 2199, 9847, 9843, 812, 6838]
iUGFXuxHNAA_00962.wav|kính xoay nhanh, nhưng Thiên Ma đã sớm không còn tung tích.|[5510, 4638, 4874, 12120, 9502, 11960, 11879, 1719, 8954, 1778, 1049, 7020, 7994, 5501, 1591, 5306, 6007, 5370, 5619, 4391, 1374, 2101, 2106, 11890, 10162, 9719, 5622, 1923, 2586, 11818, 9757, 9994, 2899, 786, 8581, 12641, 3478, 8465, 4517, 4370, 3494, 341, 4450, 4522, 4178, 742, 82, 726, 1361, 9633, 485, 338, 9702, 9618, 9634, 977, 6050, 10198, 9122, 10209, 9120, 6374, 5350, 9206, 8933, 5284, 6314, 10459, 10459, 10411, 6303, 10471, 9371, 10475, 154, 10475, 9375, 6379, 5274, 6383, 1243, 9387, 6367, 10459, 215, 9435, 6383, 6315, 9371, 10475, 6302, 10475, 1114, 10475, 154, 10475, 10394, 6299, 10475, 9370, 6299, 6379, 9366, 10458, 6298, 2219, 2275, 7591, 5806, 2347, 6570, 12300, 6823]
iUGFXuxHNAA_00274.wav|cuồng xông về phía hai người. Trong chớp mắt, phương thiên địa này càng trở nên u|[9306, 5897, 275, 9509, 8021, 10517, 890, 5274, 3496, 4582, 4501, 4518, 9450, 4498, 4489, 405, 4514, 5526, 9873, 9445, 10965, 1985, 11221, 7073, 2544, 3280, 1330, 1335, 10870, 554, 2859, 7981, 61, 11822, 3382, 6758, 10037, 10230, 579, 551, 1590, 8994, 1846, 4266, 230, 9715, 8555, 7480, 3453, 8545, 12197, 4089, 12566, 99, 11123, 3725, 4938, 11880, 4419, 3434, 3453, 4394, 550, 3186, 4201, 4710, 675, 3302, 498, 3099, 3756, 3335, 5721, 9611, 3351, 4242, 9895, 5803, 5287, 12435, 3371, 12745, 7706, 5829, 6442, 9922, 2035, 7622, 4962, 5576, 4378, 3926, 10723, 12682, 5300, 5245, 1904, 4726, 11169, 9586, 5810, 5801, 3381, 9033, 9290, 270, 6759]
iUGFXuxHNAA_00098.wav|cái ma trì, chen chút giữa vô số đồng loại dày đặc, bị bản năng thôi động.|[10093, 5173, 8042, 51, 2299, 9907, 8127, 12594, 6956, 6936, 2873, 7358, 318, 4323, 7107, 7276, 7451, 536, 607, 2845, 2407, 5143, 3158, 9701, 4243, 4598, 8530, 4838, 8534, 4502, 7654, 3410, 3494, 4582, 3474, 741, 12374, 8677, 11426, 5845, 1110, 1253, 12770, 4594, 1011, 11499, 1896, 9241, 4145, 12402, 827, 4662, 1655, 1779, 6811, 1628, 11547, 23, 1864, 7435, 11154, 2099, 8437, 11122, 11155, 4745, 7495, 4425, 12362, 4970, 1210, 2151, 6054, 5251, 12334, 5467, 6522, 2101, 2160, 3144, 10210, 7043, 7701, 11276, 3371, 6716, 10297, 12021, 11618, 4475, 2086, 10926, 1123, 8422, 4214, 4517, 4134, 8613, 4470, 4517, 8290, 4534, 5610, 5489, 2009, 1765, 933, 12789, 10217, 945, 1012, 10165, 9973, 433, 7396, 5542, 6374, 9637, 10410, 10411, 1115, 10475, 5206, 6363, 2191, 6358, 7375, 6230, 11403, 10411, 5291, 9351, 5191, 10395, 10395, 5211, 9451, 10330, 6235, 2219, 9699, 11591, 6237, 7949]
